Et,k1st defect_crop_-40C,k1st defect_crop_-5C,k1st defect_crop_30C,ksingle defect_crop_65C,ksingle defect_crop_100C,TauMinor1st defect_crop_-40C,TauMinor1st defect_crop_-5C,TauMinor1st defect_crop_30C,TauMinorsingle defect_crop_65C,TauMinorsingle defect_crop_100C,StdDev
5.670000000000000595e-01,5.031008897463790357e-05,4.588789955425084770e-05,5.174247213938954236e-05,7.449067445348692899e-05,1.146088105009406249e-04,1.482531641666042373e-08,1.300918448560942156e-08,1.178122235322564736e-08,1.731296151996395136e-08,3.141380768022289158e-08,3.799010981065202852e-01
5.699999999999999512e-01,4.332810729734748250e-05,4.029808489353221260e-05,4.612625995409129172e-05,6.719982903181293042e-05,1.043949649443696239e-04,1.276798345512916278e-08,1.142455401163438780e-08,1.050254074239260006e-08,1.561857603332108461e-08,2.861458311117536518e-08,3.982798328962835477e-01
5.730000000000000648e-01,3.731502432778047650e-05,3.538917465428696680e-05,4.111964200685575596e-05,6.062260906362122324e-05,9.509144803511411026e-05,1.099612112245488997e-08,1.003293217516513904e-08,9.362634971817759973e-09,1.409001090606258797e-08,2.606478541936241536e-08,4.166984776586608041e-01
5.759999999999999565e-01,3.213639852856252566e-05,3.107823052130889268e-05,3.665645150016702249e-05,5.468916009945884790e-05,8.661711154434537584e-05,9.470125624083355360e-09,8.810813413493473435e-09,8.346444995328745974e-09,1.271103927743130815e-08,2.374219038674635265e-08,4.351099946358980564e-01
5.790000000000000702e-01,2.767643951017539279e-05,2.729241571209633054e-05,3.267770359682155127e-05,4.933646644951901429e-05,7.889804322099307123e-05,8.155885543453915430e-09,7.737554110527449578e-09,7.440544815231226426e-09,1.146702201446176883e-08,2.162655380431170449e-08,4.534753629548146647e-01
5.819999999999999618e-01,2.383542146789001536e-05,2.396776485015344983e-05,2.913081585419877148e-05,4.450768149370734497e-05,7.186692117089363925e-05,7.024020637692313189e-09,6.795024292580529978e-09,6.632965241434250523e-09,1.034475239723495671e-08,1.969943510134409369e-08,4.717621088489399317e-01
5.850000000000000755e-01,2.052745508839533156e-05,2.104810359345322523e-05,2.596891327899657299e-05,4.015152360399947538e-05,6.546242590695247837e-05,6.049226002662428218e-09,5.967301677875736803e-09,5.913035863711814436e-09,9.332315990349619892e-09,1.794403667942823177e-08,4.899431390218473847e-01
5.879999999999999671e-01,1.767856830758038353e-05,1.848409979723761030e-05,2.315020881652452735e-05,3.622173124474684699e-05,5.962870490750005924e-05,5.209707054790002837e-09,5.240402937701922360e-09,5.271244156779017021e-09,8.418964217049387851e-09,1.634505755371940052e-08,5.079958114475389142e-01
5.910000000000000808e-01,1.522505315310198015e-05,1.623243020490412010e-05,2.063745108590352633e-05,3.267657144868777087e-05,5.431488498410239399e-05,4.486692778360129242e-09,4.602047649578330539e-09,4.699109862611674425e-09,7.595000297130402536e-09,1.488856002822118951e-08,5.259011917634163202e-01
5.939999999999999725e-01,1.311204181541855683e-05,1.425504860669538803e-05,1.839743206152112979e-05,2.947839643624196247e-05,4.947462818216848135e-05,3.864016415287937348e-09,4.041450970293856654e-09,4.189072995016545777e-09,6.851676340379638153e-09,1.356184824498548691e-08,5.436434548075602669e-01
5.970000000000000862e-01,1.129228018731648845e-05,1.251854311569976387e-05,1.640054819353967068e-05,2.659324365933658787e-05,4.506572732155584318e-05,3.327754266315381458e-09,3.549141538198621321e-09,3.734393990431874053e-09,6.181100505207778425e-09,1.235335755028566566e-08,5.612093999264042843e-01
5.999999999999999778e-01,9.725071505878450819e-06,1.099357171287543731e-05,1.462040916667522272e-05,2.399047501413609733e-05,4.104973763359869200e-05,2.865914560099824702e-09,3.116801537523744328e-09,3.329064688623823426e-09,5.576153238581231374e-09,1.125255371481087889e-08,5.785880557730554985e-01
